"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2016","AQS","250092006","1","1.7","ug/m3 LC","7","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/04/2016","AQS","250092006","1","3.7","ug/m3 LC","15","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/07/2016","AQS","250092006","1","7.2","ug/m3 LC","30","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/10/2016","AQS","250092006","1","2.5","ug/m3 LC","10","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/13/2016","AQS","250092006","1","2.1","ug/m3 LC","9","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/16/2016","AQS","250092006","1","4.5","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/19/2016","AQS","250092006","1","1","ug/m3 LC","4","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/22/2016","AQS","250092006","1","2.3","ug/m3 LC","10","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/25/2016","AQS","250092006","1","3.6","ug/m3 LC","15","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/28/2016","AQS","250092006","1","4","ug/m3 LC","17","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/31/2016","AQS","250092006","1","6.8","ug/m3 LC","28","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/03/2016","AQS","250092006","1","1.4","ug/m3 LC","6","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/06/2016","AQS","250092006","1","5","ug/m3 LC","21","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/09/2016","AQS","250092006","1","2.4","ug/m3 LC","10","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/12/2016","AQS","250092006","1","3.6","ug/m3 LC","15","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/15/2016","AQS","250092006","1","4.9","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/18/2016","AQS","250092006","1","4.9","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/21/2016","AQS","250092006","1","3.3","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/24/2016","AQS","250092006","1","2.8","ug/m3 LC","12","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/27/2016","AQS","250092006","1","5.9","ug/m3 LC","25","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/01/2016","AQS","250092006","1","2.9","ug/m3 LC","12","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/04/2016","AQS","250092006","1","3.9","ug/m3 LC","16","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/07/2016","AQS","250092006","1","11.6","ug/m3 LC","48","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/10/2016","AQS","250092006","1","11.6","ug/m3 LC","48","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/13/2016","AQS","250092006","1","3.4","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/16/2016","AQS","250092006","1","2.5","ug/m3 LC","10","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/19/2016","AQS","250092006","1","2.3","ug/m3 LC","10","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/22/2016","AQS","250092006","1","4.3","ug/m3 LC","18","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/25/2016","AQS","250092006","1","4.7","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/28/2016","AQS","250092006","1","3.4","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/31/2016","AQS","250092006","1","4.2","ug/m3 LC","18","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/03/2016","AQS","250092006","1","3.1","ug/m3 LC","13","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/18/2016","AQS","250092006","1","9.2","ug/m3 LC","38","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/24/2016","AQS","250092006","1","3.7","ug/m3 LC","15","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/27/2016","AQS","250092006","1","4","ug/m3 LC","17","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/30/2016","AQS","250092006","1","3.9","ug/m3 LC","16","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/03/2016","AQS","250092006","1","3.3","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/06/2016","AQS","250092006","1","2","ug/m3 LC","8","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/09/2016","AQS","250092006","1","2.7","ug/m3 LC","11","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/12/2016","AQS","250092006","1","7.3","ug/m3 LC","30","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/15/2016","AQS","250092006","1","4.7","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/18/2016","AQS","250092006","1","4.7","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/24/2016","AQS","250092006","1","2.7","ug/m3 LC","11","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/30/2016","AQS","250092006","1","4.5","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/02/2016","AQS","250092006","1","4.6","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/05/2016","AQS","250092006","1","5.4","ug/m3 LC","23","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/08/2016","AQS","250092006","1","3.3","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/11/2016","AQS","250092006","1","8.3","ug/m3 LC","35","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/14/2016","AQS","250092006","1","4.1","ug/m3 LC","17","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/17/2016","AQS","250092006","1","4.8","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/20/2016","AQS","250092006","1","5.9","ug/m3 LC","25","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/23/2016","AQS","250092006","1","5.4","ug/m3 LC","23","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/26/2016","AQS","250092006","1","6.3","ug/m3 LC","26","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/29/2016","AQS","250092006","1","7.2","ug/m3 LC","30","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"07/02/2016","AQS","250092006","1","3.3","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"07/05/2016","AQS","250092006","1","7.3","ug/m3 LC","30","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"07/08/2016","AQS","250092006","1","4","ug/m3 LC","17","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"07/11/2016","AQS","250092006","1","4","ug/m3 LC","17","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"07/14/2016","AQS","250092006","1","6.5","ug/m3 LC","27","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"07/17/2016","AQS","250092006","1","8.3","ug/m3 LC","35","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"07/20/2016","AQS","250092006","1","4.6","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"07/26/2016","AQS","250092006","1","4.6","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"07/29/2016","AQS","250092006","1","11","ug/m3 LC","46","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/01/2016","AQS","250092006","1","5.9","ug/m3 LC","25","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/04/2016","AQS","250092006","1","4.6","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/07/2016","AQS","250092006","1","1.5","ug/m3 LC","6","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/10/2016","AQS","250092006","1","5.9","ug/m3 LC","25","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/16/2016","AQS","250092006","1","5.7","ug/m3 LC","24","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/19/2016","AQS","250092006","1","7","ug/m3 LC","29","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/22/2016","AQS","250092006","1","2.3","ug/m3 LC","10","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/25/2016","AQS","250092006","1","8.3","ug/m3 LC","35","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/28/2016","AQS","250092006","1","9","ug/m3 LC","38","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"08/31/2016","AQS","250092006","1","8.2","ug/m3 LC","34","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"09/03/2016","AQS","250092006","1","4.4","ug/m3 LC","18","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"09/06/2016","AQS","250092006","1","2.2","ug/m3 LC","9","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"09/09/2016","AQS","250092006","1","5.3","ug/m3 LC","22","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"09/12/2016","AQS","250092006","1","1.2","ug/m3 LC","5","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"09/18/2016","AQS","250092006","1","3.4","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"09/21/2016","AQS","250092006","1","3.7","ug/m3 LC","15","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"09/24/2016","AQS","250092006","1","1.3","ug/m3 LC","5","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"09/27/2016","AQS","250092006","1","2.6","ug/m3 LC","11","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/03/2016","AQS","250092006","1","5.1","ug/m3 LC","21","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/06/2016","AQS","250092006","1","7.3","ug/m3 LC","30","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/09/2016","AQS","250092006","1","2.7","ug/m3 LC","11","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/12/2016","AQS","250092006","1","2.5","ug/m3 LC","10","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/15/2016","AQS","250092006","1","3.5","ug/m3 LC","15","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/18/2016","AQS","250092006","1","7.2","ug/m3 LC","30","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/21/2016","AQS","250092006","1","3.5","ug/m3 LC","15","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/24/2016","AQS","250092006","1","7.1","ug/m3 LC","30","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/27/2016","AQS","250092006","1","4.1","ug/m3 LC","17","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"10/30/2016","AQS","250092006","1","8.4","ug/m3 LC","35","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"11/02/2016","AQS","250092006","1","9.5","ug/m3 LC","40","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"11/05/2016","AQS","250092006","1","4.5","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"11/08/2016","AQS","250092006","1","5.2","ug/m3 LC","22","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"11/14/2016","AQS","250092006","1","4.5","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"11/17/2016","AQS","250092006","1","1.8","ug/m3 LC","8","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"11/20/2016","AQS","250092006","1","0","ug/m3 LC","0","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"11/23/2016","AQS","250092006","1","3","ug/m3 LC","13","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"11/26/2016","AQS","250092006","1","4.3","ug/m3 LC","18","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"11/29/2016","AQS","250092006","1","4.9","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"12/02/2016","AQS","250092006","1","4","ug/m3 LC","17","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"12/05/2016","AQS","250092006","1","5.7","ug/m3 LC","24","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"12/08/2016","AQS","250092006","1","5.3","ug/m3 LC","22","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"12/11/2016","AQS","250092006","1","5.7","ug/m3 LC","24","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"12/14/2016","AQS","250092006","1","8.5","ug/m3 LC","35","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
